gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,cik,costat,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,Mkt cap 31 Dec 2024
18004,12/31/24,2024,INDL,C,D,STD,CCS,CENTURY COMMUNITIES INC,USD,1576940,A,252010,25,25201030,236117,1531,,,2.29888232
27670,12/31/24,2024,INDL,C,D,STD,PTGX,PROTAGONIST THERAPEUTICS INC,USD,1377121,A,352010,35,35201010,325414,2836,,,2.2975492
63338,12/31/24,2024,INDL,C,D,STD,STRA,STRATEGIC EDUCATION INC,USD,1013934,A,253020,25,25302010,611310,8200,175,976,2.29523598
201140,12/31/24,2024,INDL,C,D,STD,ABEV,AMBEV SA,USD,1565025,A,302010,30,30201010,312120,2082,140,978,2.28880335
18351,12/31/24,2024,INDL,C,D,STD,EQX,EQUINOX GOLD CORP,USD,1756607,A,151040,15,15104030,212220,1040,,,2.28608792
31477,9/30/24,2024,INDL,C,D,STD,AZTA,AZENTA INC,USD,933974,A,352030,35,35203010,541714,8731,247,940,2.2846
3153,12/31/24,2024,INDL,C,D,STD,CDE,COEUR MINING INC,USD,215466,A,151040,15,15104030,21222,1040,360,970,2.2840818
183283,12/31/24,2024,INDL,C,D,STD,ADUS,ADDUS HOMECARE CORP,USD,1468328,A,351020,35,35102015,621610,8082,,,2.27297155
25173,12/31/24,2024,INDL,C,D,STD,RNST,RENASANT CORP,USD,715072,A,401010,40,40101015,522110,6020,817,800,2.2724845
137602,12/31/24,2024,INDL,C,D,STD,ACLS,AXCELIS TECHNOLOGIES INC,USD,1113232,A,453010,45,45301010,333242,3559,247,940,2.27119422
10008,6/30/24,2024,INDL,C,D,STD,SXI,STANDEX INTERNATIONAL CORP,USD,310354,A,201060,20,20106020,33441,3670,355,925,2.259213301
160549,12/31/24,2024,INDL,C,D,STD,LBTYK,LIBERTY GLOBAL LTD,USD,1570585,A,501010,50,50101010,517111,4841,,,2.25592776
180057,12/31/24,2024,INDL,C,D,STD,IOVA,IOVANCE BIOTHERAPEUTICS INC,USD,1425205,A,352010,35,35201010,325414,2836,,,2.254188
19094,12/31/24,2024,INDL,C,D,STD,NBTB,N B T BANCORP INC,USD,790359,A,401010,40,40101015,522110,6020,817,800,2.25322128
27960,12/31/24,2024,INDL,C,D,STD,ALG,ALAMO GROUP INC,USD,897077,A,201060,20,20106015,333111,3523,345,925,2.2420746
29241,6/30/24,2024,INDL,C,D,STD,VIAV,VIAVI SOLUTIONS INC,USD,912093,A,452010,45,45201020,334210,3576,180,940,2.2403113
19753,12/31/24,2024,INDL,C,D,STD,MGNI,MAGNITE INC,USD,1595974,A,502010,50,50201010,5418,7310,,,2.2397848
174637,12/31/24,2024,INDL,C,D,STD,ICFI,ICF INTERNATIONAL INC,USD,1362004,A,202020,20,20202020,541611,8742,,,2.23673723
65986,2/28/25,2024,INDL,C,D,STD,BB,BLACKBERRY LTD,USD,1070235,A,451030,45,45103020,513210,7372,180,940,2.23618374
1706,8/31/24,2024,INDL,C,D,STD,EPAC,ENERPAC TOOL GROUP CORP,USD,6955,A,201060,20,20106020,333132,3533,130,976,2.235296
18750,12/31/24,2024,INDL,C,D,STD,CRTO,CRITEO SA,USD,1576427,A,502010,50,50201010,541810,7311,,,2.22358848
12266,12/31/24,2024,INDL,C,D,STD,WERN,WERNER ENTERPRISES INC,USD,793074,A,203040,20,20304030,484121,4213,615,600,2.22014336
35136,12/31/24,2024,INDL,C,D,STD,IDYA,IDEAYA BIOSCIENCES INC,USD,1676725,A,352010,35,35201010,325414,2836,,,2.2194006
119574,6/30/24,2024,INDL,C,D,STD,EXTR,EXTREME NETWORKS INC,USD,1078271,A,452010,45,45201020,334210,3576,190,940,2.2119399
327677,12/31/24,2024,INDL,C,D,STD,MRX,MAREX GROUP PLC,USD,1997464,A,402030,40,40203020,523,6200,,,2.20739706
161997,12/31/24,2024,INDL,C,D,STD,HURN,HURON CONSULTING GROUP INC,USD,1289848,A,202020,20,20202020,541611,8742,,,2.20449666
185375,12/31/24,2024,INDL,C,D,STD,EVTC,EVERTEC INC,USD,1559865,A,402010,40,40201060,518210,7374,,,2.19659142
34101,12/31/24,2024,INDL,C,D,STD,UPWK,UPWORK INC,USD,1627475,A,202020,20,20202010,561311,7361,,,2.18545545
40413,12/31/24,2024,INDL,C,D,STD,WULF,TERAWULF INC,USD,1083301,A,451030,45,45103010,518210,7370,,,2.18423928
1743,12/31/24,2024,INDL,C,D,STD,ARCB,ARCBEST CORP,USD,894405,A,203040,20,20304030,484122,4213,615,600,2.183688
17151,12/31/24,2024,INDL,C,D,STD,WSBC,WESBANCO INC,USD,203596,A,401010,40,40101015,522110,6020,817,800,2.17601488
12833,12/31/24,2024,INDL,C,D,STD,DKL,DELEK LOGISTICS PARTNERS LP,USD,1552797,A,101020,10,10102040,424710,5171,,,2.17499542
4685,12/31/24,2024,INDL,C,D,STD,TRMK,TRUSTMARK CORP,USD,36146,A,401010,40,40101015,522110,6020,817,800,2.16315846
179657,9/30/24,2024,INDL,C,D,STD,HI,HILLENBRAND INC,USD,1417398,A,201060,20,20106020,3339,3530,,,2.1619872
38238,12/31/24,2024,INDL,C,D,STD,ALHC,ALIGNMENT HEALTHCARE INC,USD,1832466,A,351020,35,35102030,524114,6324,,,2.15658
18293,12/31/24,2024,INDL,C,D,STD,CWEN,CLEARWAY ENERGY INC,USD,1567683,A,551050,55,55105020,2211,4911,,,2.153632
161954,11/30/24,2024,INDL,C,D,STD,KYN,KAYNE ANDERSON EN INF FD INC,USD,1293613,A,101020,10,10102040,523920,6726,,,2.14959146
37073,12/31/24,2024,INDL,C,D,STD,SMR,NUSCALE POWER CORP,USD,1822966,A,201040,20,20104020,335312,3621,,,2.14358529
63405,12/31/24,2024,INDL,C,D,STD,GERN,GERON CORP,USD,886744,A,352010,35,35201010,325414,2836,147,905,2.13498108
33186,12/31/24,2024,INDL,C,D,STD,BILI,BILIBILI INC,USD,1723690,A,502030,50,50203010,513210,7372,,,2.13189109
39685,12/31/24,2024,INDL,C,D,STD,AVDX,AVIDXCHANGE HOLDINGS INC,USD,1858257,A,402010,40,40201060,522320,7389,,,2.12720684
21815,12/31/24,2024,INDL,C,D,STD,TFIN,TRIUMPH FINANCIAL INC,USD,1539638,A,401010,40,40101015,522120,6036,,,2.12541056
183581,12/31/24,2024,INDL,C,D,STD,KAR,OPENLANE INC,USD,1395942,A,202010,20,20201070,561990,7389,,,2.11978496
42912,12/31/24,2024,INDL,C,D,STD,FIHL,FIDELIS INSURANCE HOLDINGS,USD,1636639,A,403010,40,40301040,524126,6331,,,2.11936074
125794,12/31/24,2024,INDL,C,D,STD,NEO,NEOGENOMICS INC,USD,1077183,A,351020,35,35102015,621511,8071,463,974,2.11538928
37082,12/31/24,2024,INDL,C,D,STD,TARS,TARSUS PHARMACEUTI INC,USD,1819790,A,352020,35,35202010,325412,2834,,,2.11491252
13623,12/31/24,2024,INDL,C,D,STD,CNMD,CONMED CORP,USD,816956,A,351010,35,35101010,334510,3845,300,905,2.11418004
39321,12/31/24,2024,INDL,C,D,STD,WGS,GENEDX HOLDINGS CORP,USD,1818331,A,351020,35,35102015,621511,8071,,,2.11142106
22717,12/31/24,2024,INDL,C,D,STD,SYBT,STOCK YARDS BANCORP INC,USD,835324,A,401010,40,40101015,522110,6020,817,800,2.10626493
18629,12/31/24,2024,INDL,C,D,STD,LGIH,LGI HOMES INC,USD,1580670,A,252010,25,25201030,236117,1531,,,2.1020622
39913,12/31/24,2024,INDL,C,D,STD,KLC,KINDERCARE LEARNG COMPNI INC,USD,1873529,A,253020,25,25302010,624410,8351,,,2.0997948
11191,12/31/24,2024,INDL,C,D,STD,VSH,VISHAY INTERTECHNOLOGY INC,USD,103730,A,452030,45,45203015,33441,3670,220,925,2.09617254
117141,12/31/24,2024,INDL,C,D,STD,EFSC,ENTERPRISE FINL SERVICES CP,USD,1025835,A,401010,40,40101015,522110,6020,817,800,2.0940192
39749,12/31/24,2024,INDL,C,D,STD,COCO,VITA COCO COMPANY INC,USD,1482981,A,302010,30,30201030,312111,2086,,,2.09397812
35062,12/31/24,2024,INDL,C,D,STD,TMDX,TRANSMEDICS GROUP INC,USD,1756262,A,351010,35,35101010,334510,3845,,,2.0925907
24905,12/31/24,2024,INDL,C,D,STD,RUN,SUNRUN INC,USD,1469367,A,201040,20,20104010,335999,3620,,,2.07513575
174390,12/31/24,2024,INDL,C,D,STD,LMAT,LEMAITRE VASCULAR INC,USD,1158895,A,351010,35,35101010,339112,3841,,,2.07167576
